id	effectiveTime	active	moduleId	conceptId	languageCode	typeId	term	caseSignificanceId
1000032013	20031031	1	450829007	64033007	es	900000000000013009	estructura del riñón	900000000000020002
1000033015	20031031	1	450829007	64033007	es	900000000000013009	riñón	900000000000020002
1000034014	20031031	1	450829007	64033007	es	900000000000003001	estructura del riñón (estructura corporal)	900000000000020002
1000290011	20031031	1	450829007	64131007	es	900000000000013009	estructura de la vena cava inferior	900000000000020002
1000291010	20031031	1	450829007	64131007	es	900000000000013009	vena cava inferior	900000000000020002
1000292015	20031031	1	450829007	64131007	es	900000000000013009	vena cava posterior	900000000000020002
1000293013	20031031	1	450829007	64131007	es	900000000000003001	estructura de la vena cava inferior (estructura corporal)	900000000000020002
1000354019	20031031	1	450829007	64156001	es	900000000000013009	tromboflebitis	900000000000020002
1000355018	20031031	1	450829007	64156001	es	900000000000003001	tromboflebitis (trastorno)	900000000000020002
1000469017	20031031	1	450829007	64204000	es	900000000000013009	carcinoma metastásico de células escamosas	900000000000020002
1000470016	20031031	1	450829007	64204000	es	900000000000013009	carcinoma espinocelular metastásico	900000000000020002
1000471017	20031031	1	450829007	64204000	es	900000000000013009	carcinoma epidermoide metastásico	900000000000020002
1000472012	20031031	1	450829007	64204000	es	900000000000003001	carcinoma metastásico de células escamosas (anomalía morfológica)	900000000000020002
1000499014	20031031	1	450829007	64217002	es	900000000000013009	curvatura de la columna vertebral	900000000000020002
1000500017	20031031	1	450829007	64217002	es	900000000000013009	curvatura vertebral	900000000000020002
1000501018	20031031	1	450829007	64217002	es	900000000000003001	curvatura de la columna vertebral (trastorno)	900000000000020002
1000540011	20031031	1	450829007	64234005	es	900000000000013009	estructura ósea de la rótula	900000000000020002
1000541010	20031031	1	450829007	64234005	es	900000000000013009	rótula	900000000000020002
1000542015	20031031	1	450829007	64234005	es	900000000000013009	hueso de la rodilla	900000000000020002
1000543013	20031031	1	450829007	64234005	es	900000000000003001	estructura ósea de la rótula (estructura corporal)	900000000000020002
1000551011	20031031	1	450829007	64237003	es	900000000000013009	estructura del lado izquierdo de la cabeza	900000000000020002
1000552016	20031031	1	450829007	64237003	es	900000000000013009	lado izquierdo de la cabeza	900000000000020002
1000553014	20031031	1	450829007	64237003	es	900000000000003001	estructura del lado izquierdo de la cabeza (estructura corporal)	900000000000020002
1000720018	20031031	1	450829007	64305001	es	900000000000013009	roncha	900000000000020002
1000721019	20031031	1	450829007	64305001	es	900000000000013009	erupción urticariana	900000000000020002
1000722014	20031031	1	450829007	64305001	es	900000000000013009	pápula urticariana	900000000000020002
1000723016	20031031	1	450829007	64305001	es	900000000000013009	habón	900000000000020002
1000724010	20031031	1	450829007	64305001	es	900000000000013009	urticaria	900000000000020002
1000725011	20031031	1	450829007	64305001	es	900000000000003001	roncha (anomalía morfológica)	900000000000020002
1000726012	20040430	0	450829007	64306000	es	900000000000013009	fractura de la apófisis espinosa de la vértebra	900000000000020002
1000727015	20040430	0	450829007	64306000	es	900000000000003001	fractura de la apófisis espinosa de la vértebra (trastorno)	900000000000020002
1000773018	20091031	0	450829007	64323009	es	900000000000013009	ruptura completa del parénquima renal sin herida abierta en la cavidad	900000000000020002
1000774012	20091031	0	450829007	64323009	es	900000000000003001	ruptura completa del parénquima renal sin herida abierta en la cavidad (trastorno)	900000000000020002
1000789015	20031031	1	450829007	64331004	es	900000000000013009	estructura de la membrana sinovial	900000000000020002
1000790012	20031031	1	450829007	64331004	es	900000000000013009	membrana sinovial	900000000000020002
1000791011	20031031	1	450829007	64331004	es	900000000000013009	capa sinovial de la cápsula articular	900000000000020002
1000792016	20031031	1	450829007	64331004	es	900000000000003001	estructura de la membrana sinovial (estructura corporal)	900000000000020002
1001192018	20031031	1	450829007	64501009	es	900000000000013009	función de la piel	900000000000020002
1001193011	20031031	1	450829007	64501009	es	900000000000013009	función cutánea	900000000000020002
1001194017	20031031	0	450829007	64501009	es	900000000000003001	función de la piel (función)	900000000000020002
1001324019	20050430	1	450829007	64557000	es	900000000000013009	enfermedad de los órganos genitales masculinos	900000000000020002
1001325018	20041031	0	450829007	64557000	es	900000000000003001	enfermedad de los órganos genitales masculinos (trastorno)	900000000000020002
1001358010	20031031	1	450829007	64571008	es	900000000000013009	cortador de pelo	900000000000020002
1001359019	20031031	1	450829007	64571008	es	900000000000003001	cortador de pelo (objeto físico)	900000000000020002
1001360012	20031031	1	450829007	64572001	es	900000000000013009	enfermedad	900000000000020002
1001361011	20031031	0	450829007	64572001	es	900000000000013009	presencia de enfermedad Y/O síndrome	900000000000020002
1001362016	20031031	0	450829007	64572001	es	900000000000013009	presencia de síndrome o enfermedad clínica	900000000000020002
1001363014	20031031	0	450829007	64572001	es	900000000000013009	síndrome o enfermedad clínica	900000000000020002
1001364015	20031031	0	450829007	64572001	es	900000000000013009	trastorno	900000000000020002
1001365019	20031031	0	450829007	64572001	es	900000000000013009	síndrome	900000000000020002
1001366018	20031031	0	450829007	64572001	es	900000000000003001	enfermedad	900000000000020002
1001394014	20031031	1	450829007	64582000	es	900000000000013009	estructura de la cloaca	900000000000020002
1001395010	20031031	1	450829007	64582000	es	900000000000013009	cloaca	900000000000020002
1001396011	20031031	1	450829007	64582000	es	900000000000003001	estructura de la cloaca (estructura corporal)	900000000000020002
1001406017	20031031	1	450829007	64586002	es	900000000000013009	estenosis carotídea	900000000000020002
1001407014	20031031	1	450829007	64586002	es	900000000000013009	estrechamiento de la arteria carótida	900000000000020002
1001408016	20031031	1	450829007	64586002	es	900000000000013009	estenosis de la arteria carótida	900000000000020002
1001409012	20031031	1	450829007	64586002	es	900000000000003001	estenosis carotídea (trastorno)	900000000000020002
1001434012	20031031	1	450829007	64597002	es	900000000000013009	procedimiento de destrucción	900000000000020002
1001435013	20031031	1	450829007	64597002	es	900000000000013009	destrucción	900000000000020002
