id	effectiveTime	active	moduleId	conceptId	languageCode	typeId	term	caseSignificanceId
11131000146118	20140807	1	11000146104	274798009	nl	900000000000013009	fundoscopie	900000000000020002
11191000146117	20140807	1	11000146104	20067007	nl	900000000000013009	fundusfotografie	900000000000020002
11211000146118	20140807	1	11000146104	55468007	nl	900000000000013009	spleetlamponderzoek	900000000000020002
11261000146116	20140807	1	11000146104	252853008	nl	900000000000013009	stereopsisonderzoek	900000000000020002
11201000146115	20140807	1	11000146104	17259005	nl	900000000000013009	oculaire motiliteitonderzoek	900000000000020002
11221000146111	20140807	1	11000146104	252868009	nl	900000000000013009	oculaire deviatieonderzoek	900000000000020002
11241000146117	20140807	1	11000146104	25431006	nl	900000000000013009	contactlensevaluatie	900000000000020002
11181000146119	20140807	1	11000146104	252828005	nl	900000000000013009	keratometrie	900000000000020002
11271000146110	20140807	1	11000146104	421022008	nl	900000000000013009	traanfilmevaluatie	900000000000020002
11281000146112	20140807	1	11000146104	164729009	nl	900000000000013009	tonometrie	900000000000020002
11051000146111	20140807	1	11000146104	391999003	nl	900000000000013009	HRT confocal scanning laser ophtalmoscopy	900000000000020002
11081000146118	20140807	1	11000146104	410456003	nl	900000000000013009	pachymetrie	900000000000020002
11231000146113	20140807	1	11000146104	103752008	nl	900000000000013009	perimetrie	900000000000020002
11251000146119	20140807	1	11000146104	392005004	nl	900000000000013009	GDx scanning laser polarimetry	900000000000020002
11361000146112	20140811	1	11000146104	252885006	nl	900000000000013009	Amslerkaartonderzoek	900000000000020002
11031000146117	20140807	1	11000146104	46973005	nl	900000000000013009	bloeddrukmeting	900000000000020002
11041000146113	20140807	1	11000146104	7510005	nl	900000000000013009	kleurenzientest	900000000000020002
11061000146114	20140807	1	11000146104	410560002	nl	900000000000013009	grove gezichtsveldbepaling	900000000000020002
11071000146115	20140807	1	11000146104	410566008	nl	900000000000013009	contrastgevoeligheidstest	900000000000020002
11101000146111	20140807	1	11000146104	38178005	nl	900000000000013009	traanwegonderzoek	900000000000020002
11111000146113	20140807	1	11000146104	78013004	nl	900000000000013009	echografie, B-scan	900000000000020002
11121000146115	20140807	1	11000146104	6615001	nl	900000000000013009	ERG - electroretinografie	900000000000020002
11141000146114	20140807	1	11000146104	48706002	nl	900000000000013009	exoftalmometrie	900000000000020002
11161000146110	20140807	1	11000146104	404645008	nl	900000000000013009	strooilichtonderzoek	900000000000020002
